"Scheme-Id	Agency-Id	Version	Schlüssel	Wert	Sprache	Beschreibung";;;;;;AGS_Brandenburg;;;Brandenburg
"Gemeindeschluessel	de.inno	1	170	105304200	de	Groß Pampau";;;;;;" 	1	170	105304200	de	Groß Pampau";;;
"Gemeindeschluessel	de.inno	1	171	105304300	de	Groß Sarau";;;;;;" 	1	171	105304300	de	Groß Sarau";;;
"Gemeindeschluessel	de.inno	1	172	105304400	de	Groß Schenkenberg";;;;;;" 	1	172	105304400	de	Groß Schenkenberg";;;
"Gemeindeschluessel	de.inno	1	173	105304500	de	Grove";;;;;;" 	1	173	105304500	de	Grove";;;
"Gemeindeschluessel	de.inno	1	174	105304600	de	Gudow";;;;;;" 	1	174	105304600	de	Gudow";;;
"Gemeindeschluessel	de.inno	1	175	105304700	de	Gülzow";;;;;;" 	1	175	105304700	de	Gülzow";;;
"Gemeindeschluessel	de.inno	1	176	105304800	de	Güster";;;;;;" 	1	176	105304800	de	Güster";;;
"Gemeindeschluessel	de.inno	1	177	105304900	de	Hamfelde";;;;;;" 	1	177	105304900	de	Hamfelde";;;
"Gemeindeschluessel	de.inno	1	178	105305000	de	Hamwarde";;;;;;" 	1	178	105305000	de	Hamwarde";;;
"Gemeindeschluessel	de.inno	1	179	105305100	de	Harmsdorf";;;;;;" 	1	179	105305100	de	Harmsdorf";;;
"Gemeindeschluessel	de.inno	1	180	105305200	de	Havekost";;;;;;" 	1	180	105305200	de	Havekost";;;
"Gemeindeschluessel	de.inno	1	181	105305300	de	Hohenhorn";;;;;;" 	1	181	105305300	de	Hohenhorn";;;
"Gemeindeschluessel	de.inno	1	182	105305400	de	Hollenbek";;;;;;" 	1	182	105305400	de	Hollenbek";;;
"Gemeindeschluessel	de.inno	1	183	105305600	de	Hornbek";;;;;;" 	1	183	105305600	de	Hornbek";;;
"Gemeindeschluessel	de.inno	1	184	105305700	de	Horst";;;;;;" 	1	184	105305700	de	Horst";;;
"Gemeindeschluessel	de.inno	1	185	105305800	de	Juliusburg";;;;;;" 	1	185	105305800	de	Juliusburg";;;
"Gemeindeschluessel	de.inno	1	186	105305900	de	Kankelau";;;;;;" 	1	186	105305900	de	Kankelau";;;
"Gemeindeschluessel	de.inno	1	187	105306000	de	Kasseburg";;;;;;" 	1	187	105306000	de	Kasseburg";;;
"Gemeindeschluessel	de.inno	1	188	105306100	de	Kastorf";;;;;;" 	1	188	105306100	de	Kastorf";;;
"Gemeindeschluessel	de.inno	1	189	105306200	de	Kittlitz";;;;;;" 	1	189	105306200	de	Kittlitz";;;
"Gemeindeschluessel	de.inno	1	190	105306400	de	Klein Pampau";;;;;;" 	1	190	105306400	de	Klein Pampau";;;
"Gemeindeschluessel	de.inno	1	191	105306600	de	Klein Zecher";;;;;;" 	1	191	105306600	de	Klein Zecher";;;
"Gemeindeschluessel	de.inno	1	192	105306700	de	Klempau";;;;;;" 	1	192	105306700	de	Klempau";;;
"Gemeindeschluessel	de.inno	1	193	105306800	de	Klinkrade";;;;;;" 	1	193	105306800	de	Klinkrade";;;
"Gemeindeschluessel	de.inno	1	194	105306900	de	Koberg";;;;;;" 	1	194	105306900	de	Koberg";;;
"Gemeindeschluessel	de.inno	1	195	105307000	de	Köthel";;;;;;" 	1	195	105307000	de	Köthel";;;
"Gemeindeschluessel	de.inno	1	196	105307100	de	Kollow";;;;;;" 	1	196	105307100	de	Kollow";;;
"Gemeindeschluessel	de.inno	1	197	105307200	de	Kröppelshagen-Fahrendorf";;;;;;" 	1	197	105307200	de	Kröppelshagen-Fahrendorf";;;
"Gemeindeschluessel	de.inno	1	198	105307300	de	Krüzen";;;;;;" 	1	198	105307300	de	Krüzen";;;
"Gemeindeschluessel	de.inno	1	199	105307400	de	Krukow";;;;;;" 	1	199	105307400	de	Krukow";;;
"Gemeindeschluessel	de.inno	1	200	105307500	de	Krummesse";;;;;;" 	1	200	105307500	de	Krummesse";;;
