Scheme-Id	Agency-Id	Version	Schlüssel	Wert	Sprache	Beschreibung
Branchenschluessel	de.ilb	1	2443	46.42.1	de	Bekleidungsschnallen und -schließen aus Metall, Gh.
Branchenschluessel	de.ilb	1	2444	46.16.3	de	Bekleidungsschnallen und -schließen aus Metall, V.
Branchenschluessel	de.ilb	1	2445	13.91.0	de	Bekleidungsstoffe, gewirkt oder gestrickt, H.
Branchenschluessel	de.ilb	1	2446	77.29.0	de	Bekleidungsverleih (nicht durch Wäschereien)
Branchenschluessel	de.ilb	1	2447	47.71.0	de	Bekleidungszubehör für Damen, Eh.
Branchenschluessel	de.ilb	1	2448	47.71.0	de	Bekleidungszubehör für Herren, Eh.
Branchenschluessel	de.ilb	1	2449	47.71.0	de	Bekleidungszubehör für Kinder, Eh.
Branchenschluessel	de.ilb	1	2450	14.19.0	de	Bekleidungszubehör für Kleinkinder, H.
Branchenschluessel	de.ilb	1	2451	46.16.3	de	Bekleidungszubehör für Säuglinge, V.
Branchenschluessel	de.ilb	1	2452	14.19.0	de	Bekleidungszubehör, gewirkt oder gestrickt, H.
Branchenschluessel	de.ilb	1	2453	46.42.1	de	Bekleidungszubehör, Gh.
Branchenschluessel	de.ilb	1	2454	14.19.0	de	Bekleidungszubehör, nicht gewirkt oder gestrickt, H.
Branchenschluessel	de.ilb	1	2455	46.16.4	de	Bekleidungszubehör, V.
Branchenschluessel	de.ilb	1	2456	41.20.1	de	Belagarbeiten an Sportflächen von Sportstadien u.Ä.
Branchenschluessel	de.ilb	1	2457	22.23.0	de	Beläge (Boden- und Wandbeläge) aus Kunststoff, H.
Branchenschluessel	de.ilb	1	2458	47.53.0	de	Beläge (Decken- und Wandbeläge) aus Kunststoff, Eh.
Branchenschluessel	de.ilb	1	2459	46.73.8	de	Beläge (Decken- und Wandbeläge) aus Kunststoff, Gh.
Branchenschluessel	de.ilb	1	2460	46.18.6	de	Beläge (Decken- und Wandbeläge) aus Kunststoff, V.
Branchenschluessel	de.ilb	1	2461	47.78.9	de	Beläge (technische Lederartikel), Eh.
Branchenschluessel	de.ilb	1	2462	46.69.3	de	Beläge (technische Lederartikel), Gh.
Branchenschluessel	de.ilb	1	2463	32.99.0	de	Beläge (technische Lederartikel), H.
Branchenschluessel	de.ilb	1	2464	46.14.1	de	Beläge (technische Lederartikel), V.
Branchenschluessel	de.ilb	1	2465	42.11.0	de	Belagsarbeiten für Parkplätze
Branchenschluessel	de.ilb	1	2466	86.10.1	de	Belegkrankenhäuser
Branchenschluessel	de.ilb	1	2467	46.51.0	de	Belegleser (Geräte für die automatische Datenverarbeitung), Gh.
Branchenschluessel	de.ilb	1	2468	26.20.0	de	Belegleser (Geräte für die automatische Datenverarbeitung), H.
Branchenschluessel	de.ilb	1	2469	46.14.5	de	Belegleser (Geräte für die automatische Datenverarbeitung), V.
Branchenschluessel	de.ilb	1	2470	46.51.0	de	Belegleser, Gh.
Branchenschluessel	de.ilb	1	2471	46.14.5	de	Belegleser, V.
Branchenschluessel	de.ilb	1	2472	46.62.0	de	Beleimungsmaschinen für Holz, Gh.
Branchenschluessel	de.ilb	1	2473	28.49.2	de	Beleimungsmaschinen für Holz, H.
Branchenschluessel	de.ilb	1	2474	46.14.1	de	Beleimungsmaschinen für Holz, V.
Branchenschluessel	de.ilb	1	2475	47.59.9	de	Beleuchtungsartikel, Eh.
Branchenschluessel	de.ilb	1	2476	47.64.1	de	Beleuchtungseinrichtungen, elektrische, für Fahrräder, Eh.
Branchenschluessel	de.ilb	1	2477	46.49.2	de	Beleuchtungseinrichtungen, elektrische, für Fahrräder, Gh.
Branchenschluessel	de.ilb	1	2478	46.18.9	de	Beleuchtungseinrichtungen, elektrische, für Fahrräder, V.
Branchenschluessel	de.ilb	1	2479	27.40.0	de	Beleuchtungseinrichtungen, elektrische, für Kraftfahrzeuge, H.
Branchenschluessel	de.ilb	1	2480	45.40.0	de	Beleuchtungseinrichtungen, elektrische, für Krafträder, Handel
Branchenschluessel	de.ilb	1	2481	45.32.0	de	Beleuchtungseinrichtungen, elektrische, für Kraftwagen, Eh.
Branchenschluessel	de.ilb	1	2482	45.31.0	de	Beleuchtungseinrichtungen, elektrische, für Kraftwagen, Gh.
Branchenschluessel	de.ilb	1	2483	47.59.9	de	Beleuchtungsglas für Haushaltsleuchten, Eh.
Branchenschluessel	de.ilb	1	2484	46.47.0	de	Beleuchtungsglas für Haushaltsleuchten, Gh.
Branchenschluessel	de.ilb	1	2485	46.15.3	de	Beleuchtungsglas für Haushaltsleuchten, V.
Branchenschluessel	de.ilb	1	2486	23.19.0	de	Beleuchtungsglas, H.
Branchenschluessel	de.ilb	1	2487	43.21.0	de	Beleuchtungsinstallation (Elektroinstallation in Bauwerken)
Branchenschluessel	de.ilb	1	2488	43.21.0	de	Beleuchtungsinstallation für Straßen, Eisenbahnen, Flughäfen und Häfen
Branchenschluessel	de.ilb	1	2489	27.40.0	de	Beleuchtungskörper (nicht elektrische Beleuchtungsgeräte für Fahrzeuge, Verkehrssignalanlagen), H.
Branchenschluessel	de.ilb	1	2490	27.40.0	de	Beleuchtungssysteme, H.
Branchenschluessel	de.ilb	1	2491	47.59.9	de	Beleuchtungszubehör für Haushaltsleuchten, Eh.
Branchenschluessel	de.ilb	1	2492	46.43.2	de	Beleuchtungszubehör für Haushaltsleuchten, Gh.
Branchenschluessel	de.ilb	1	2493	46.15.3	de	Beleuchtungszubehör für Haushaltsleuchten, V.
Branchenschluessel	de.ilb	1	2494	27.40.0	de	Beleuchtungszubehör, H.
Branchenschluessel	de.ilb	1	2495	74.20.2	de	Belichten und Entwickeln von photoempfindlichen Schichten einer Glasplatte
Branchenschluessel	de.ilb	1	2496	47.78.2	de	Belichtungsmesser, Eh.
Branchenschluessel	de.ilb	1	2497	26.51.1	de	Belichtungsmesser, elektrische, H.
Branchenschluessel	de.ilb	1	2498	46.43.1	de	Belichtungsmesser, Gh.
Branchenschluessel	de.ilb	1	2499	26.70.0	de	Belichtungsmesser, optische, H.
Branchenschluessel	de.ilb	1	2500	46.18.1	de	Belichtungsmesser, V.
Branchenschluessel	de.ilb	1	2501	90.03.2	de	Belletrist(en/innen), selbstständige
Branchenschluessel	de.ilb	1	2502	58.11.0	de	Belletristik, Verlag
Branchenschluessel	de.ilb	1	2503	43.22.0	de	Belüftungsanlageninstallation
Branchenschluessel	de.ilb	1	2504	43.22.0	de	Belüftungsanlageninstallation in Bauwerken
Branchenschluessel	de.ilb	1	2505	23.12.0	de	Bemalen von Glas (Veredlung von Flachglas)
Branchenschluessel	de.ilb	1	2506	16.29.0	de	Bemalen von Holzwaren (z.B. Holzteller)
Branchenschluessel	de.ilb	1	2507	23.41.0	de	Bemalen von Keramikfiguren
Branchenschluessel	de.ilb	1	2508	13.30.0	de	Bemalen von nicht selbsthergestelltem Stoff
Branchenschluessel	de.ilb	1	2509	82.20.0	de	Benachrichtigungsdienste (Fernsprechauftragsdienste)
Branchenschluessel	de.ilb	1	2510	70.22.0	de	Bench-Marking
Branchenschluessel	de.ilb	1	2511	47.30.2	de	Benzin (Absatz in eigenem Namen durch Freie Tankstellen)
Branchenschluessel	de.ilb	1	2512	47.30.1	de	Benzin (Absatz in fremdem Namen durch Agenturtankstellen)
Branchenschluessel	de.ilb	1	2513	19.20.0	de	Benzin, H.
Branchenschluessel	de.ilb	1	2514	47.78.3	de	Benzinfeuerzeuge (nicht Feuerzeughülsen aus Edelmetall, Edelmetallplattierungen, Perlmutt), Eh.
Branchenschluessel	de.ilb	1	2515	46.49.3	de	Benzinfeuerzeuge (nicht Feuerzeughülsen aus Edelmetall, Edelmetallplattierungen, Perlmutt), Gh.
Branchenschluessel	de.ilb	1	2516	46.18.6	de	Benzinfeuerzeuge (nicht Feuerzeughülsen aus Edelmetall, Edelmetallplattierungen, Perlmutt), V.
Branchenschluessel	de.ilb	1	2517	45.40.0	de	Benzinpumpen für Krafträder, Handel
Branchenschluessel	de.ilb	1	2518	45.32.0	de	Benzinpumpen für Kraftwagen, Eh.
Branchenschluessel	de.ilb	1	2519	45.31.0	de	Benzinpumpen für Kraftwagen, Gh.
Branchenschluessel	de.ilb	1	2520	28.13.0	de	Benzinpumpen, H.
Branchenschluessel	de.ilb	1	2521	19.20.0	de	Benzinreinigung (Mineralölverarbeitung)
Branchenschluessel	de.ilb	1	2522	47.75.0	de	Benzol (organische Grundstoffe und Chemikalien), Eh.
Branchenschluessel	de.ilb	1	2523	46.75.0	de	Benzol (organische Grundstoffe und Chemikalien), Gh.
Branchenschluessel	de.ilb	1	2524	20.14.0	de	Benzol (organische Grundstoffe und Chemikalien), H.
Branchenschluessel	de.ilb	1	2525	46.12.0	de	Benzol (organische Grundstoffe und Chemikalien), V.
Branchenschluessel	de.ilb	1	2526	46.71.1	de	Benzol, roh (Kokereierzeugnis), Gh.
Branchenschluessel	de.ilb	1	2527	19.10.0	de	Benzol, roh (Kokereierzeugnis), H.
Branchenschluessel	de.ilb	1	2528	46.12.0	de	Benzol, roh (Kokereierzeugnis), V.
Branchenschluessel	de.ilb	1	2529	47.78.2	de	Beobachtungsfernrohre, Eh.
Branchenschluessel	de.ilb	1	2530	46.43.1	de	Beobachtungsfernrohre, Gh.
Branchenschluessel	de.ilb	1	2531	26.70.0	de	Beobachtungsfernrohre, H.
Branchenschluessel	de.ilb	1	2532	46.18.1	de	Beobachtungsfernrohre, V.
Branchenschluessel	de.ilb	1	2533	81.30.9	de	Bepflanzung von Gräbern
Branchenschluessel	de.ilb	1	2534	69.20.3	de	Berater (Steuerberatung) (nicht Steuerbevollmächtigte)
Branchenschluessel	de.ilb	1	2535	69.20.3	de	Berater (Steuerbevollmächtigte)
Branchenschluessel	de.ilb	1	2536	70.22.0	de	Berater (Unternehmensberatung)
Branchenschluessel	de.ilb	1	2537	62.02.0	de	Beratung EDV (Hardware)
Branchenschluessel	de.ilb	1	2538	63.91.0	de	Beratung im Medienbereich (Lieferung von Nachrichten für die Medien)
Branchenschluessel	de.ilb	1	2539	70.22.0	de	Beratung in Logistik
Branchenschluessel	de.ilb	1	2540	71.12.2	de	Beratung in Technik durch Ingenieurbüros
Branchenschluessel	de.ilb	1	2541	71.12.9	de	Beratung über Qualitätssicherung durch Büros baufachlicher Gutachter
Branchenschluessel	de.ilb	1	2542	71.12.2	de	Beratung über Qualitätssicherung durch Ingenieurbüros für technische Fachplanung
Branchenschluessel	de.ilb	1	2543	71.12.1	de	Beratung über Qualitätssicherung im Rahmen der bautechnischen Gesamtplanung
Branchenschluessel	de.ilb	1	2544	74.90.0	de	Beratung und Management von Schauspielern, Regisseuren, Moderatoren und Autoren
Branchenschluessel	de.ilb	1	2545	47.42.0	de	Beratung und Vertrieb von Telekommunikationsanlagen, Eh.
Branchenschluessel	de.ilb	1	2546	46.52.0	de	Beratung und Vertrieb von Telekommunikationsanlagen, Gh.
Branchenschluessel	de.ilb	1	2547	96.09.0	de	Beratung zur Wahl einer Reha-Klinik
Branchenschluessel	de.ilb	1	2548	71.12.9	de	Beratung, technisch-wirtschaftliche (nicht Schätzung von Grundstücken, Gebäuden und Wohnungen)
Branchenschluessel	de.ilb	1	2549	43.21.0	de	Beratung, Verkauf, Einbau von Sicherheitstechnik
Branchenschluessel	de.ilb	1	2550	88.99.0	de	Beratungsstellen für Kinder, Jugendliche, Eltern, Familien, Partner
Branchenschluessel	de.ilb	1	2551	71.12.2	de	Berechnung von Bauaufmaßen
Branchenschluessel	de.ilb	1	2552	46.61.0	de	Beregnungsanlagen für die Land- und Forstwirtschaft, Gh.
Branchenschluessel	de.ilb	1	2553	28.30.0	de	Beregnungsanlagen für die Land- und Forstwirtschaft, H.
Branchenschluessel	de.ilb	1	2554	46.14.6	de	Beregnungsanlagen für die Land- und Forstwirtschaft, V.
Branchenschluessel	de.ilb	1	2555	46.63.0	de	Bereifungen für Baumaschinen, Gh.
Branchenschluessel	de.ilb	1	2556	46.14.1	de	Bereifungen für Flurförderzeuge, Baumaschinen, V.
Branchenschluessel	de.ilb	1	2557	46.69.1	de	Bereifungen für Flurförderzeuge, Gh.
Branchenschluessel	de.ilb	1	2558	45.32.0	de	Bereifungen für Kraftwagen, Eh.
Branchenschluessel	de.ilb	1	2559	45.31.0	de	Bereifungen für Kraftwagen, Gh.
Branchenschluessel	de.ilb	1	2560	46.61.0	de	Bereifungen für landwirtschaftliche Maschinen und Geräte, Gh.
Branchenschluessel	de.ilb	1	2561	46.14.6	de	Bereifungen für landwirtschaftliche Maschinen und Geräte, V.
Branchenschluessel	de.ilb	1	2562	46.63.0	de	Bereifungen, für Baumaschinen und -geräte, Gh.
Branchenschluessel	de.ilb	1	2563	22.11.0	de	Bereifungen, neu, H.
Branchenschluessel	de.ilb	1	2564	22.11.0	de	Bereifungen, Runderneuerung
Branchenschluessel	de.ilb	1	2565	84.24.0	de	Bereitschaftspolizei
Branchenschluessel	de.ilb	1	2566	63.11.0	de	Bereitstellungsdienste für Teilnehmersysteme
Branchenschluessel	de.ilb	1	2567	49.31.0	de	Berg- und Seilbahnen (als Teil von Orts- und Nahverkehrssystemen)
Branchenschluessel	de.ilb	1	2568	49.39.9	de	Berg- und Seilbahnen (nicht als Teil von Orts- und Nahverkehrsystemen)
Branchenschluessel	de.ilb	1	2569	93.21.0	de	Berg- und Talbahnen (Schaustellergewerbe und Vergnügungsparks)
Branchenschluessel	de.ilb	1	2570	47.64.2	de	Berg- und Wanderschuhe, Eh.
Branchenschluessel	de.ilb	1	2571	46.49.2	de	Berg- und Wanderschuhe, Gh.
Branchenschluessel	de.ilb	1	2572	46.16.5	de	Berg- und Wanderschuhe, V.
Branchenschluessel	de.ilb	1	2573	84.13.0	de	Bergämter
Branchenschluessel	de.ilb	1	2574	08.91.0	de	Bergbau auf chemische und Düngemittelminerale a.n.g.
Branchenschluessel	de.ilb	1	2575	07.21.0	de	Bergbau auf Uran- und Thoriumerze
Branchenschluessel	de.ilb	1	2576	43.12.0	de	Bergbauliche Tiefbohrung (Aufschließung von Lagerstätten; nicht Erdöl- und Erdgasbohrung)
Branchenschluessel	de.ilb	1	2577	23.64.0	de	Bergbaumörtel, H.
Branchenschluessel	de.ilb	1	2578	71.12.2	de	Bergbautechnische Fachplanung durch Ingenieurbüros
Branchenschluessel	de.ilb	1	2579	93.19.0	de	Bergführerdienste
Branchenschluessel	de.ilb	1	2580	93.19.0	de	Bergführungen (Bergführer)
Branchenschluessel	de.ilb	1	2581	55.20.4	de	Berghütten (nicht als Hotels, Gasthöfe, Pensionen und Hotels garnis betrieben)
Branchenschluessel	de.ilb	1	2582	55.10.3	de	Berghütten, als Gasthöfe betrieben
Branchenschluessel	de.ilb	1	2583	47.64.2	de	Bergsportgeräte, Eh.
Branchenschluessel	de.ilb	1	2584	46.49.2	de	Bergsportgeräte, Gh.
Branchenschluessel	de.ilb	1	2585	32.30.0	de	Bergsportgeräte, H.
Branchenschluessel	de.ilb	1	2586	46.18.9	de	Bergsportgeräte, V.
Branchenschluessel	de.ilb	1	2587	47.64.2	de	Bergsteigergeräte, Eh.
Branchenschluessel	de.ilb	1	2588	46.49.2	de	Bergsteigergeräte, Gh.
Branchenschluessel	de.ilb	1	2589	32.30.0	de	Bergsteigergeräte, H.
Branchenschluessel	de.ilb	1	2590	46.18.9	de	Bergsteigergeräte, V.
Branchenschluessel	de.ilb	1	2591	15.20.0	de	Bergstiefel, H.
Branchenschluessel	de.ilb	1	2592	52.21.9	de	Bergung von Kraftwagen
Branchenschluessel	de.ilb	1	2593	52.23.9	de	Bergung von Luft- und Raumfahrzeugen
Branchenschluessel	de.ilb	1	2594	30.11.0	de	Bergungsschiffe, H.
Branchenschluessel	de.ilb	1	2595	52.22.9	de	Bergungsschifffahrt
Branchenschluessel	de.ilb	1	2596	52.22.9	de	Bergungstaucherei
Branchenschluessel	de.ilb	1	2597	28.92.1	de	Bergwerksmaschinen , H.
Branchenschluessel	de.ilb	1	2598	46.69.2	de	Bergwerksmaschinen, Gh.
Branchenschluessel	de.ilb	1	2599	46.14.1	de	Bergwerksmaschinen, V.
Branchenschluessel	de.ilb	1	2600	90.03.5	de	Berichterstatter/innen, selbstständige (Journalistinnen und Journalisten)
Branchenschluessel	de.ilb	1	2601	74.20.1	de	Berichterstatter/innen, selbstständige (Pressefotografinnen und Pressefotografen)
Branchenschluessel	de.ilb	1	2602	47.77.0	de	Bernsteinschmuck und andere Bernsteinschmuckwaren, Eh.
Branchenschluessel	de.ilb	1	2603	46.48.0	de	Bernsteinschmuck und andere Bernsteinschmuckwaren, Gh.
Branchenschluessel	de.ilb	1	2604	46.18.2	de	Bernsteinschmuck und andere Bernsteinschmuckwaren, V.
Branchenschluessel	de.ilb	1	2605	85.59.2	de	Berufliche Erwachsenenbildung (nicht Unterrichtsinhalt berufsbildender weiterführender Schulen, Sport-, Freizeit-, Kulturunterricht)
Branchenschluessel	de.ilb	1	2606	85.32.0	de	Berufliche Weiterbildung auf dem Niveau des Sekundarbereichs II
Branchenschluessel	de.ilb	1	2607	85.41.0	de	Berufliche Weiterbildung im post-sekundären, nicht tertiären Bereich
Branchenschluessel	de.ilb	1	2608	85.42.4	de	Berufs- und Fachakademien (nicht Hochschulen, berufsbildender Postsekundarunterricht)
Branchenschluessel	de.ilb	1	2609	85.32.0	de	Berufsaufbauschulen (berufsbildende weiterführende Schulen im Sekundarbereich)
Branchenschluessel	de.ilb	1	2610	65.11.0	de	Berufsausbildungsversicherungen
Branchenschluessel	de.ilb	1	2611	46.16.3	de	Berufsbekleidung , V.
Branchenschluessel	de.ilb	1	2612	22.19.0	de	Berufsbekleidung aus Gummi (vulkanisiert, geschweißt oder geklebt; nicht Gummischuhe), H.
Branchenschluessel	de.ilb	1	2613	22.29.0	de	Berufsbekleidung aus Kunststoff (geschweißt oder geklebt; nicht Kunststoffschuhe), H.
Branchenschluessel	de.ilb	1	2614	23.99.0	de	Berufsbekleidung aus nichtmetallischen mineralischen Geweben (z.B. Asbestersatzstoffen), H.
Branchenschluessel	de.ilb	1	2615	47.71.0	de	Berufsbekleidung für Damen, Eh.
Branchenschluessel	de.ilb	1	2616	47.71.0	de	Berufsbekleidung für Herren, Eh.
Branchenschluessel	de.ilb	1	2617	14.12.0	de	Berufsbekleidung, genähte , H.
Branchenschluessel	de.ilb	1	2618	47.71.0	de	Berufsbekleidung, genähte für Herren, Eh.
Branchenschluessel	de.ilb	1	2619	46.42.1	de	Berufsbekleidung, Gh.
Branchenschluessel	de.ilb	1	2620	84.30.0	de	Berufsberatung
Branchenschluessel	de.ilb	1	2621	96.09.0	de	Berufsbetreuer
Branchenschluessel	de.ilb	1	2622	85.32.0	de	Berufsbetreuung (berufliche Erwachsenenbildung)
Branchenschluessel	de.ilb	1	2623	85.32.0	de	Berufsbildende weiterführende Schulen im Sekundarbereich
Branchenschluessel	de.ilb	1	2624	85.42.2	de	Berufsbildender Postsekundarunterricht (allgemeine Fachhochschulen)
Branchenschluessel	de.ilb	1	2625	85.42.1	de	Berufsbildender Postsekundarunterricht (Kunsthochschulen)
Branchenschluessel	de.ilb	1	2626	85.42.1	de	Berufsbildender Postsekundarunterricht (Universitäten)
Branchenschluessel	de.ilb	1	2627	85.42.3	de	Berufsbildender Postsekundarunterricht (Verwaltungsfachhochschulen)
Branchenschluessel	de.ilb	1	2628	85.32.0	de	Berufsfachschulen (berufsbildende weiterführende Schulen im Sekundarbereich)
Branchenschluessel	de.ilb	1	2629	84.25.0	de	Berufsfeuerwehr
Branchenschluessel	de.ilb	1	2630	84.30.0	de	Berufsgenossenschaften (gesetzliche Unfallversicherung)
Branchenschluessel	de.ilb	1	2631	46.42.1	de	Berufskopfbedeckungen , Gh.
Branchenschluessel	de.ilb	1	2632	46.16.3	de	Berufskopfbedeckungen , V.
Branchenschluessel	de.ilb	1	2633	46.42.1	de	Berufskopfbedeckungen auch aus Leder (nicht Sicherheitskopfbedeckungen, Sportkopfbedeckungen aus Leder), Gh.
Branchenschluessel	de.ilb	1	2634	14.19.0	de	Berufskopfbedeckungen auch aus Leder (nicht Sicherheitskopfbedeckungen, Sportkopfbedeckungen aus Leder), H.
Branchenschluessel	de.ilb	1	2635	23.99.0	de	Berufskopfbedeckungen aus nichtmetallischen mineralischen Geweben (z.B. Asbestersatzstoffen), H.
Branchenschluessel	de.ilb	1	2636	47.71.0	de	Berufskopfbedeckungen für Damen, Eh.
Branchenschluessel	de.ilb	1	2637	47.71.0	de	Berufskopfbedeckungen für Herren, Eh.
Branchenschluessel	de.ilb	1	2638	85.60.0	de	Berufsmentoring (Beratungsdienste für Ausbildungsorientierung)
Branchenschluessel	de.ilb	1	2639	85.59.2	de	Berufsmentoring (fachliche Betreuung (Schulung) von Berufsanfängern)
Branchenschluessel	de.ilb	1	2640	94.12.0	de	Berufsorganisationen
Branchenschluessel	de.ilb	1	2641	85.32.0	de	Berufsschulen
Branchenschluessel	de.ilb	1	2642	47.71.0	de	Berufsschürzen für Damen, Eh.
Branchenschluessel	de.ilb	1	2643	47.71.0	de	Berufsschürzen für Herren, Eh.
Branchenschluessel	de.ilb	1	2644	14.12.0	de	Berufsschürzen, genähte, nicht aus Leder, H.
Branchenschluessel	de.ilb	1	2645	46.42.1	de	Berufsschürzen, Gh.
Branchenschluessel	de.ilb	1	2646	46.16.3	de	Berufsschürzen, V.
Branchenschluessel	de.ilb	1	2647	93.19.0	de	Berufssportler/innen, selbstständige
Branchenschluessel	de.ilb	1	2648	84.30.0	de	Berufsständische Versorgungswerke (gesetzliche Sozialversicherung)
Branchenschluessel	de.ilb	1	2649	55.90.9	de	Berufstätigenwohnheime
Branchenschluessel	de.ilb	1	2650	65.12.1	de	Berufsunfähigkeitsversicherung (im Rahmen der Krankenversicherung)
Branchenschluessel	de.ilb	1	2651	65.11.0	de	Berufsunfähigkeitsversicherung (im Rahmen der Lebensversicherung)
Branchenschluessel	de.ilb	1	2652	65.12.2	de	Berufsunfähigkeitsversicherung (nicht im Rahmen von Lebens- und Krankenversicherung)
Branchenschluessel	de.ilb	1	2653	49.31.0	de	Berufsverkehr (Omnibus-Orts- und -Nachbarortslinienverkehr)
Branchenschluessel	de.ilb	1	2654	94.12.0	de	Berufsvertretungen, öffentlich-rechtliche
Branchenschluessel	de.ilb	1	2655	01.62.0	de	Besamung, künstliche (Dienstleistungen auf der landwirtschaftlichen Erzeugerstufe)
Branchenschluessel	de.ilb	1	2656	47.51.0	de	Besatzborte, Eh.
Branchenschluessel	de.ilb	1	2657	46.41.0	de	Besatzborte, Gh.
Branchenschluessel	de.ilb	1	2658	46.16.3	de	Besatzborte, V.
Branchenschluessel	de.ilb	1	2659	84.11.0	de	Beschaffungsämter (mit der öffentlichen Verwaltung verbundene Tätigkeiten)
Branchenschluessel	de.ilb	1	2660	86.90.9	de	Beschäftigungstherapie (nicht in Krankenhäusern oder von Ärzt(en/innen))
Branchenschluessel	de.ilb	1	2661	87.30.0	de	Beschäftigungstherapie in Altenheimen, Alten- und Behindertenwohnheimen
Branchenschluessel	de.ilb	1	2662	87.10.0	de	Beschäftigungstherapie in Pflegeheimen
Branchenschluessel	de.ilb	1	2663	87.20.0	de	Beschäftigungstherapie in stationären Einrichtungen zur psychosozialen Betreuung
Branchenschluessel	de.ilb	1	2664	25.61.0	de	Beschichten von Metall
Branchenschluessel	de.ilb	1	2665	17.12.0	de	Beschichten von Papier und Pappe
Branchenschluessel	de.ilb	1	2666	46.76.0	de	Beschichtete Gewebe aller Art , Gh.
Branchenschluessel	de.ilb	1	2667	46.11.0	de	Beschichtete Gewebe aller Art , V.
Branchenschluessel	de.ilb	1	2668	43.34.1	de	Beschichtung von Fliesen
Branchenschluessel	de.ilb	1	2669	46.69.2	de	Beschichtungsanlagen, galvanische, Gh.
Branchenschluessel	de.ilb	1	2670	46.14.1	de	Beschichtungsanlagen, galvanische, V.
Branchenschluessel	de.ilb	1	2671	22.29.0	de	Beschläge aus Kunststoff (nicht Baubeschläge), H.
Branchenschluessel	de.ilb	1	2672	22.23.0	de	Beschläge aus Kunststoff, H.
Branchenschluessel	de.ilb	1	2673	25.72.0	de	Beschläge aus unedlen Metallen, H.
Branchenschluessel	de.ilb	1	2674	47.52.1	de	Beschläge, Eh.
Branchenschluessel	de.ilb	1	2675	46.74.1	de	Beschläge, Gh.
Branchenschluessel	de.ilb	1	2676	46.15.4	de	Beschläge, V.
Branchenschluessel	de.ilb	1	2677	01.62.0	de	Beschlagschmieden
Branchenschluessel	de.ilb	1	2678	18.14.0	de	Beschneiden (Druckweiterverarbeitung)
Branchenschluessel	de.ilb	1	2679	81.30.1	de	Beschneiden von Hecken
Branchenschluessel	de.ilb	1	2680	01.61.0	de	Beschneiden von Obstbäumen im Lohnauftrag
Branchenschluessel	de.ilb	1	2681	01.61.0	de	Beschneiden von Reben im Lohnauftrag
Branchenschluessel	de.ilb	1	2682	42.12.0	de	Beschotterung (Eisenbahnoberbau)
Branchenschluessel	de.ilb	1	2683	42.11.0	de	Beschotterung (Unterbauarbeiten im Rahmen des Straßenbaus)
Branchenschluessel	de.ilb	1	2684	45.20.1	de	Beschriftung von Kraftfahrzeugen
Branchenschluessel	de.ilb	1	2685	18.12.0	de	Beschriftung von Kranzschleifen
Branchenschluessel	de.ilb	1	2686	43.34.1	de	Beschriftungen (Malergewerbe, Lackierergewerbe) an Bauwerken
Branchenschluessel	de.ilb	1	2687	46.66.0	de	Beschriftungsmaschinen (Büromaschinen), Gh.
Branchenschluessel	de.ilb	1	2688	28.23.0	de	Beschriftungsmaschinen (Büromaschinen), H.
Branchenschluessel	de.ilb	1	2689	46.14.5	de	Beschriftungsmaschinen (Büromaschinen), V.
Branchenschluessel	de.ilb	1	2690	38.22.0	de	Beseitigung und Vernichtung von Kampfmitteln
Branchenschluessel	de.ilb	1	2691	47.59.9	de	Besen, Eh.
Branchenschluessel	de.ilb	1	2692	46.49.5	de	Besen, Gh.
Branchenschluessel	de.ilb	1	2693	32.91.0	de	Besen, H.
Branchenschluessel	de.ilb	1	2694	46.15.2	de	Besen, V.
Branchenschluessel	de.ilb	1	2695	47.59.9	de	Besenstiele aus Holz, Eh.
Branchenschluessel	de.ilb	1	2696	46.49.5	de	Besenstiele aus Holz, Gh.
Branchenschluessel	de.ilb	1	2697	16.29.0	de	Besenstiele aus Holz, H.
Branchenschluessel	de.ilb	1	2698	46.15.2	de	Besenstiele aus Holz, V.
Branchenschluessel	de.ilb	1	2699	49.39.2	de	Besichtigungsfahrten mit Omnibussen (Personenbeförderung; nicht Stadtführerdienste
Branchenschluessel	de.ilb	1	2700	22.19.0	de	Besohlmaterial aus Gummi, H.
Branchenschluessel	de.ilb	1	2701	16.29.0	de	Besohlmaterial aus Holz, H.
Branchenschluessel	de.ilb	1	2702	22.29.0	de	Besohlmaterial aus Kunststoff, H.
Branchenschluessel	de.ilb	1	2703	46.76.0	de	Besohlmaterial, Gh.
Branchenschluessel	de.ilb	1	2704	15.20.0	de	Besohlmaterial, H.
Branchenschluessel	de.ilb	1	2705	46.14.1	de	Besohlmaterial, V.
Branchenschluessel	de.ilb	1	2706	96.09.0	de	Besorgungen aller Art (persönliche Dienstleistungen)
Branchenschluessel	de.ilb	1	2707	95.29.0	de	Bespannen von Tennisschlägern (Tennisschlägerbesaitung)
Branchenschluessel	de.ilb	1	2708	01.61.0	de	Besprühen von landwirtschaftlichen Kulturen (auch aus der Luft) im Lohnauftrag
Branchenschluessel	de.ilb	1	2709	96.03.1	de	Bestattung von Heimtieren (Tierbestattung )
Branchenschluessel	de.ilb	1	2710	96.03.1	de	Bestattungsunternehmen
Branchenschluessel	de.ilb	1	2711	47.77.0	de	Bestecke aus Edelmetall oder mit Edelmetall überzogen , Eh.
Branchenschluessel	de.ilb	1	2712	46.48.0	de	Bestecke aus Edelmetall oder mit Edelmetall überzogen , Gh.
